Great spot, whether looking for a couple of drinks or quiet dinner.;dinner;positive
Great spot, whether looking for a couple of drinks or quiet dinner.;spot;positive
Did I mention the wine?;wine;neutral
The wine list is extensive and impressive.;wine list;positive
The atmosphere is great!!!;atmosphere;positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.;place;positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.;drinks;positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.;desserts;positive
sometimes i get good food and ok service.;food;positive
sometimes i get good food and ok service.;service;neutral
Warm and friendly in the winter and terrific outdoor seating in the warmer months.;outdoor seating;positive
The food is great and they have a good selecion of wines at reasonable prices.;food;positive
The food is great and they have a good selecion of wines at reasonable prices.;selecion of wines;positive
The food is great and they have a good selecion of wines at reasonable prices.;prices;positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.;pig feet ginger simmered in black vinegar;positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.;desserts with frog jelly;positive
Pick a bagel has the best bagels in the city.;bagels;positive
big and soft as well as good lunch food.;lunch food;positive
They pray to their Food Gods to make them into a good pizza like VT's.;pizza;negative
Some baby pizzas get their wish.;baby pizzas;neutral
VT is what baby pizzas hope to be when they grow up.;baby pizzas;neutral
Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).;Thai food;positive
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.;brunch;positive
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.;mimosas;positive
Service was on par but not wonderful.;Service;conflict
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.;reservation;negative
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.;cocktails;positive
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.;surroundings;positive
There was no ambiance.;ambiance;negative
This is such a lovely, peaceful place to eat outside.;place;positive
The food is so cheap and the waiters are nice.;food;positive
The food is so cheap and the waiters are nice.;waiters;positive
For the location, the prices are very reasonable.;prices;positive
For the location, the prices are very reasonable.;location;neutral
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.;jelly fish;positive
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.;drunken chicken;positive
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.;soupy dumplings;positive
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.;stir fry blue crab;positive
I went there in late afternoon for some bite size food and refleshment with my date.;food;neutral
I went there in late afternoon for some bite size food and refleshment with my date.;refleshment;neutral
The place was quiet and delightful.;place;positive
Service was good and food is wonderful.;Service;positive
Service was good and food is wonderful.;food;positive
Sure, the setting is nice.;setting;positive
The price was extremely reasonable for the appetizers and food we ate.;price;positive
The price was extremely reasonable for the appetizers and food we ate.;appetizers;positive
The price was extremely reasonable for the appetizers and food we ate.;food;positive
My suggestion is to eat family style because you'll want to try the other dishes.;dishes;neutral
My suggestion is to eat family style because you'll want to try the other dishes.;eat family style;positive
It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.;rice;neutral
It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.;water;neutral
The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.;seating;negative
The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.;place;negative
Went there and had a combination of different seafood dishes and appetizers.;seafood dishes;neutral
Went there and had a combination of different seafood dishes and appetizers.;appetizers;neutral
The food was spicy and delicious.;food;positive
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.;front doors;neutral
This place has the best Chinese style BBQ ribs in the city.;BBQ ribs;positive
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.;congee;positive
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.;bread;positive
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.;donut like deep fried dough they call Ow Ley Soh;positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.;egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork;positive
This dish is my favorite and I always get it when I go there and never get tired of it.;dish;positive
I don't like Indian food too much and this was delicious, however you want to factor that into the equation.;Indian food;positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).;rice dishes;positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).;congee (rice porridge);positive
A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.;glass of prosecco;positive
A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.;mussels;positive
A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.;glass of Leaping Lizard;positive
If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.;food;neutral
If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.;value;neutral
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.;salmon;negative
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.;chicken;positive
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.;servings;negative
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.;entree;negative
Decor leaves something to be desired.;Decor;negative
Excellent dumplings served amid clean, chic decor.;dumplings;positive
Excellent dumplings served amid clean, chic decor.;decor;positive
The dim sum here is only so-so.;dim sum;neutral
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.;Manager;positive
Yes, the prices are high, but I felt it was worth it.;prices;conflict
The meat dishes were only so-so.;meat dishes;neutral
Just bring someone who speaks Cantonese because waiter may not understand you.;waiter;negative
The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).;dim sum;negative
The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).;little dishes;negative
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.;vegetarian entree;positive
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.;Abby's treasure;positive
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.;wintermelon;positive
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.;assortment of fresh mushrooms and vegetables;positive
The food is mostly made from scratch, fresh and well prepared.;food;positive
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.;bar;positive
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.;mixed drink special;positive
You have to increase the service a lot.;service;negative
Your money could easily be better spent elsewhere (Anywhere).;money;neutral
It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.;FOOD;negative
It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.;Ambiance;negative
I have been about 4 times and have always had a great meal.;meal;positive
They have a very diverse menu so its something for everybody.;menu;positive
The steak is good, the fish is good and the sushi was surprisingly great.;steak;positive
The steak is good, the fish is good and the sushi was surprisingly great.;fish;positive
The steak is good, the fish is good and the sushi was surprisingly great.;sushi;positive
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.;live jazz band;positive
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.;atmosphere;positive
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.;Lobster Cobb Salad;neutral
The service is ok but could be better.;service;negative
If you want some roast duck, pork or chicken on rice with ginger, try them out!;roast duck;positive
If you want some roast duck, pork or chicken on rice with ginger, try them out!;pork;positive
If you want some roast duck, pork or chicken on rice with ginger, try them out!;chicken on rice with ginger;positive
not only does make the best pizza in NY , maybe anywhere.;pizza;positive
Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!;Pizza;positive
Other than the crappy service from two individuals, it's great.;service;negative
Good, fast service.;service;positive
Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.;workers;negative
Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.;order;negative
Food is great and inexpensive.;Food;positive
This place is always very crowded and popular.;place;positive
They are the best bagels I've had.;bagels;positive
Their whitefish salad is excellent--all whitefish with a little mayo.;whitefish salad;positive
Their whitefish salad is excellent--all whitefish with a little mayo.;whitefish;positive
Their whitefish salad is excellent--all whitefish with a little mayo.;mayo;positive
The food was authentic.;food;positive
Growing up in NY, I have eaten my share of bagels.;bagels;neutral
Good drink.;drink;positive
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.;lunch;neutral
The bagels are fabulous.;bagels;positive
It took them 25 minutes to bring our appetizer.;appetizer;neutral
It took them 15 minutes to put water in our glasses.;water;neutral
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.);Times Square cocktail;positive
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.);ginger lemonade with vodka;positive
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.;bagel;positive
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.;bagels;positive
at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.;music;negative
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.;service;negative
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.;delivery;negative
The puke green walls leave a lot to be desired, but the food is very good.;food;positive
The puke green walls leave a lot to be desired, but the food is very good.;walls;negative
Good food.;food;positive
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.;upstairs;positive
Try the cheesecake!;cheesecake;positive
If you're looking for a great meal at a decent price, go to Del Frisco's!;meal;positive
If you're looking for a great meal at a decent price, go to Del Frisco's!;price;positive
Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.;table;positive
Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.;seated;positive
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.;reservation;neutral
The service was excellent and the food was delicious.;service;positive
The service was excellent and the food was delicious.;food;positive
We did have to wait at the bar for approx.;bar;neutral
Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.;food;positive
The crispy chicken wasn't for us, though.;crispy chicken;negative
Hopefully next time, I will save room for dessert.;dessert;neutral
But the main hit was the whole grilled fish.;whole grilled fish;positive
My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.;spinach;positive
My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.;Shanghai low mein;positive
Even upon delivery, their juicy pork buns are quite good . .;pork buns;positive
So I've never actually been to M proper, but I've had it delivered a few times.;delivered;neutral
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!;table;positive
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!;reservation;positive
Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!;seated;positive
Also good for client lunch meetings, esp.;lunch meetings;neutral
All the desserts the group tried got favorable reviews.;desserts;positive
The food is okay and the prices here are mediocre.;food;neutral
The food is okay and the prices here are mediocre.;prices;neutral
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.;soup;positive
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.;nosh (pastrami sandwich);positive
IT is the best deal in town for a Monday night dinner at a fine restaurant.;dinner;positive
They're also friendlier here, especially the owner, Kenny.;owner;positive
The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.;plain slice;positive
The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.;toppings;positive
The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.;ingredients;positive
The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.;crust;positive
The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.;slice;positive
Joe's Pizza used to have the best slice until this pizzeria opened up.;slice;positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.;garlic;positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.;fresh tomatoes;positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.;sauce on the pizza;positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.;New England Chowder;positive
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.;Lobster Bisque;positive
I had Filet Mignon with garlic mash.;Filet Mignon with garlic mash;neutral
The staff offers impeccable service.;staff;positive
The staff offers impeccable service.;service;positive
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.;Lobster Bisque;positive
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.;Maine Lobster;positive
For some reason, all the seafood on the menu was unavailable except for the Salmon.;seafood;negative
For some reason, all the seafood on the menu was unavailable except for the Salmon.;menu;negative
For some reason, all the seafood on the menu was unavailable except for the Salmon.;Salmon;neutral
Diner food at bistro prices is a bummer....;food;negative
Diner food at bistro prices is a bummer....;prices;negative
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;waiter;positive
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;place;positive
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;prices;negative
Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.;food;negative
Has the chef and owner changed???;chef;neutral
Has the chef and owner changed???;owner;neutral
The waiters were not attentive except that the bill turned up on the table before we were finished.;waiters;negative
The waiters were not attentive except that the bill turned up on the table before we were finished.;bill;negative
The food was so-so.;food;neutral
The food was just OK, I would never go back.;food;neutral
great place to go for a drink too because they have 100 kinds of beer.;kinds of beer;positive
great place to go for a drink too because they have 100 kinds of beer.;drink;neutral
Spice is sleek, modern and cool with a menu that will not hurt your wallet.;menu;positive
The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.;red curry;negative
The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.;pad thai;negative
The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.;rice;negative
The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.;seafood;negative
We had a great tiem watching the shows and characters and ar food was just what we were looking for.;shows;positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.;food;positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.;characters;positive
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).;Edamame pureed;positive
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.;Grilled Chicken special with Edamame Puree;neutral
yourself a favor and have dinner here and see if you dont agree with me.;dinner;neutral
If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.;meal;positive
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).;Indian Fast Food;positive
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.;case of snapple;neutral
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.;icing on the cake;negative
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.;tiramisu;negative
Very affordable and excellent ambient!;ambient;positive
The food was pretty tradional but it was hot and good with large portions.;food;positive
The food was pretty tradional but it was hot and good with large portions.;portions;positive
Too bad the food wasn't of the same heritage.;food;negative
Oh, don't even let me start with how expensive the bills were!;bills;negative
we decided to eat in tea room which was small and cute.;tea room;positive
if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).;sushi;positive
if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).;sushi;positive
uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.;eel;neutral
I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!;portions;negative
I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!;qualities;negative
I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!;glass of wine;neutral
I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!;glass of beer;neutral
I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!;dinner;neutral
After we got our sashimi order, I could not believe how small the portions were!;sashimi;neutral
After we got our sashimi order, I could not believe how small the portions were!;portions;negative
Great selection of wine, and seafood.;selection of wine;positive
Great selection of wine, and seafood.;seafood;positive
A very inviting restaurant, with friendly service.;service;positive
I look forward to eating here again;eating;positive
The service was bad, the food took to forever to come, we sat on the upper level.;service;negative
The service was bad, the food took to forever to come, we sat on the upper level.;food;negative
You order from a menu, so you leave feeling like you missed the full experience.;menu;negative
They don't walk around with the trays of Dim Sum.;trays of Dim Sum;neutral
I've been to several places for Dim Sum and this has got to be the WORST.;Dim Sum;negative
Told us to sit anywhere, and when we sat he said the table was reserved.;table;negative
Wonderful strawberry daiquiries as well!;strawberry daiquiries;positive
The food is good, especially their more basic dishes, and the drinks are delicious.;food;positive
The food is good, especially their more basic dishes, and the drinks are delicious.;dishes;positive
The food is good, especially their more basic dishes, and the drinks are delicious.;drinks;positive
you can actually get 2 salads worth if u take it home and add it to some lettuce!;salads;negative
you can actually get 2 salads worth if u take it home and add it to some lettuce!;lettuce;neutral
The entertainment was great they have shows that go on through out the dinner.;shows;positive
The entertainment was great they have shows that go on through out the dinner.;dinner;neutral
The entertainment was great they have shows that go on through out the dinner.;entertainment;positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.;beers;positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.;food;positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.;pumkin tortelini;positive
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.;dish;positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.;bar;positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.;table;neutral
After really enjoying ourselves at the bar we sat down at a table and had dinner.;dinner;neutral
We were walking around the village and went into this place just for some drinks.;drinks;neutral
The place's decor and hidden bathrooms made for a good laugh.;decor;positive
The place's decor and hidden bathrooms made for a good laugh.;bathrooms;positive
The server was really cool and served us our food and drinks with a smile.;server;positive
The server was really cool and served us our food and drinks with a smile.;food;neutral
The server was really cool and served us our food and drinks with a smile.;drinks;neutral
The server was really cool and served us our food and drinks with a smile.;served;positive
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!;manager;negative
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!;open faced cheese sandwich;neutral
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.;sweet lassi;positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.;lamb chettinad;positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.;garlic naan;positive
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.;rasamalai;negative
Stick to the gulab jamun.;gulab jamun;positive
Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.;food;positive
Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.;oil;neutral
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.;food;positive
If you like spicy food get the chicken vindaloo.;chicken vindaloo;neutral
If you like spicy food get the chicken vindaloo.;spicy food;neutral
While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.;food;positive
While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.;ambience;positive
The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.;staff;negative
night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.;manager;positive
night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.;reservation;neutral
night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.;bar;neutral
night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.;wait;positive
Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.;space;negative
Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.;service;positive
Again, the waitress was awesome.;waitress;positive
If you have a dumpling fetish i suggest you try some here!;dumpling;positive
Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.;Chef;negative
I care more about the food and ambience.;food;neutral
I care more about the food and ambience.;ambience;neutral
The service is ok, some of the people didn't get what they asked for.;service;neutral
Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.;menu;positive
Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.;view;positive
Plus they made a perfect martini.;martini;positive
I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.;pastrami on challah sandwich;positive
I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.;soups;positive
I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.;knishes;positive
Anyway, the food is good, the price is right and they have a decent wine list.;food;positive
Anyway, the food is good, the price is right and they have a decent wine list.;price;positive
Anyway, the food is good, the price is right and they have a decent wine list.;wine list;positive
The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.;waitstaff;negative
The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.;service;conflict
Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.;table;negative
Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.;atomosphere;positive
Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.;room;negative
Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.;spot;negative
Metrazur has a beautiful spot overlooking the main terminal.;spot;positive
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).;privacy;positive
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).;corner booth table;positive
Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).;place;positive
The specials are usually quite good too.;specials;positive
I must say it's a little pricey for the food because it was not as spectacular as the view.;food;negative
And forget what you read under me, the atmosphere isn't that bad either.;atmosphere;neutral
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.;setting;positive
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.;service;positive
Why do people rave about the ambience.;ambience;negative
This little place definitely exceeded my expectations and you sure get a lot of food for your money.;food;positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.;money;positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.;place;conflict
The food however, is what one might expect.;food;neutral
A bit breezy up there on the mezzanine from the wind coming from the tracks.;mezzanine;negative
What I didn't like was how the food came right after it was ordered.;food;negative
Definitely not worth the price!;price;negative
This place must have cost the owners afortune to build.;owners;neutral
This place must have cost the owners afortune to build.;cost;negative
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.;servers;negative
Not enough wines by the glass either.;wines by the glass;negative
Pizza was a little soggy.;Pizza;negative
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).;pizza;neutral
Pizza is terrific, as is homemade pasta.;Pizza;positive
Pizza is terrific, as is homemade pasta.;homemade pasta;positive
Ambience is delightful, service impeccable.;Ambience;positive
Ambience is delightful, service impeccable.;service;positive
The food is authentic Italian - delicious!;food;positive
Stick to dimsum, not super overpriced noodles.;noodles;neutral
Stick to dimsum, not super overpriced noodles.;dimsum;positive
Usually 3 vs. 4 items per dish.;dish;neutral
We ate out in the back patio, which is worth it as it's cool and the music is hear well there.;back patio;positive
We ate out in the back patio, which is worth it as it's cool and the music is hear well there.;music;positive
I got the $10 10-piece dim sum combo, every bite of which was great.;dim sum combo;positive
I won't go back unless someone else is footing the bill.;bill;negative
I found the food to be outstanding, particulary the salmon dish I had.;food;positive
I found the food to be outstanding, particulary the salmon dish I had.;salmon dish;positive
I also ordered the Change Mojito, which was out of this world.;Change Mojito;positive
When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.;gin and tonic;neutral
When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.;tonic;neutral
Okay service.;service;neutral
Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.;place;negative
Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.;place;negative
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.;Deliveries;negative
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.;prices;negative
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.;environment;positive
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.;food;negative
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.;service;negative
Well, their deliveries take for ever and the food is usually cold.;deliveries;negative
Well, their deliveries take for ever and the food is usually cold.;food;negative
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.;bread;negative
As for the bar, this is another bad idea.;bar;negative
The desserts are more appealing then stuffy overpriced French restaurants.;desserts;positive
The food is fresh, delicious, and reasonably priced.;food;positive
The food is fresh, delicious, and reasonably priced.;priced;positive
Service here was great, food was fantastic.;Service;positive
Service here was great, food was fantastic.;food;positive
I went here with a friend on a whim, we went someplace else first and couldn't get a table.;table;negative
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.;Guacamole+shrimp appetizer;positive
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.;filet;positive
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.;frites;negative
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.;filet;positive
He not only makes his own homemade mozzarella, but every pie is ultra fresh.;mozzarella;positive
He not only makes his own homemade mozzarella, but every pie is ultra fresh.;pie;positive
He takes real pride in his food and his business.;food;positive
All of the pizzas are terrific and the price is even better!;pizzas;positive
All of the pizzas are terrific and the price is even better!;price;positive
However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.;ambiance;positive
My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.;delivery;negative
An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.;fast food;negative
An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.;food;negative
